"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-01","2022","01","01","","-0.3","","-26.6","","-13.4","","31.4","","0.0","","","","","","0.0","","8","","28","","57",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-02","2022","01","02","","0.9","","-14.9","","-7.0","","25.0","","0.0","","","","","","0.0","","7","","26","","76",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-03","2022","01","03","","-14.9","","-25.2","","-20.0","","38.0","","0.0","","","","","","0.0","","","","36","","45",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-04","2022","01","04","","-25.0","","-29.1","","-27.0","","45.0","","0.0","","","","","","0.6","","","","35","","53",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-05","2022","01","05","","-24.3","","-30.1","","-27.2","","45.2","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-06","2022","01","06","","-23.2","","-30.3","","-26.7","","44.7","","0.0","","","","","","0.0","","","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-07","2022","01","07","","-22.5","","-24.2","","-23.3","","41.3","","0.0","","","","","","0.0","","","","35","","38",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-08","2022","01","08","","-14.6","","-25.0","","-19.8","","37.8","","0.0","","","","","","0.0","","0","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-09","2022","01","09","","0.9","","-24.2","","-11.7","","29.7","","0.0","","","","","","0.0","","1","","","","",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-10","2022","01","10","","8.2","","-6.4","","0.9","","17.1","","0.0","","","","","","0.5","","1","","26","","76",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-11","2022","01","11","","8.6","","-5.9","","1.4","","16.6","","0.0","","","","","","0.0","","0","","30","","66",""
"-114.00","51.11","CALGARY INT'L CS","3031094","2022-01-12","2022","01","12","","9.0","","-1.2","","3.9","","14.1","","0.0","","","","","","0.0","","","","28","","45",""
